Ayo,Dosunmu,,SG,CHI,80,26.2,0.493,0.805,0.7,2.8,2.6,0.8,0.3,1.2,8.6,6481482
Draymond,Green,,PF,GSW,73,31.5,0.527,0.713,0.5,7.2,6.8,1,0.8,2.8,8.5,22321429
Shake,Milton,,SG,MIN,76,20.6,0.479,0.853,0.7,2.5,3.2,0.3,0.2,1.2,8.4,5000000
Dorian,Finney-Smith,,PF,BKN,66,30.4,0.391,0.763,1.7,4.8,1.5,0.8,0.5,0.9,8.3,13932008
Terrence,Ross,,G,PHO,63,21.1,0.43,0.794,1.5,2.4,1.5,0.6,0.2,0.7,8.3,0
Gary,Harris,,SG,ORL,48,24.7,0.45,0.9,2,2,1.2,0.9,0.3,0.6,8.3,13000000
Kevin,Love,,PF,MIA,62,20,0.389,0.879,1.6,6.4,1.9,0.3,0.2,1.1,8.2,3835738
Nick,Richards,,C,CHA,65,18.7,0.629,0.749,0,6.4,0.6,0.2,1.1,0.9,8.2,5000000
Georges,Niang,,SF,CLE,78,19.4,0.442,0.867,2,2.4,1,0.4,0.2,0.7,8.2,8800000
Damion,Lee,,SG,PHO,74,20.4,0.442,0.904,1.5,3,1.3,0.4,0.1,1.1,8.2,2528233
Aleksej,Pokusevski,,F,OKC,34,20.6,0.434,0.629,1.1,4.7,1.9,0.6,1.3,1.3,8.1,5009633
Grant,Williams,,PF,DAL,79,25.9,0.454,0.77,1.5,4.6,1.7,0.5,0.4,1,8.1,12405000
Jevon,Carter,,PG,CHI,81,22.4,0.423,0.816,1.8,2.5,2.4,0.8,0.4,1,8,6190476
Kenrich,Williams,,SF,OKC,53,22.8,0.517,0.436,0.9,4.9,2,0.8,0.3,0.6,8,6175000
Kemba,Walker,,PG,DAL,9,16,0.421,0.81,0.8,1.8,2.1,0.2,0.2,0.4,8,0
Gabe,York,,G,IND,3,18.7,0.381,1,2,2,1.7,0.7,0,0,8,0
Robert,Williams,III,C,POR,35,23.5,0.747,0.61,0,8.3,1.4,0.6,1.4,1,8,11571429
Jarred,Vanderbilt,,PF,LAL,78,24.1,0.548,0.691,0.4,7.5,2.4,1.1,0.3,1.2,7.9,4698000
Ochai,Agbaji,,G,UTH,59,20.5,0.427,0.812,1.4,2.1,1.1,0.3,0.3,0.7,7.9,4114200
Duane,Washington,Jr,PG,NYK,31,12.7,0.367,0.667,1.3,1.2,2,0.2,0.1,1.1,7.9,2019706
Chris,Duarte,,SG,SAC,46,19.5,0.369,0.847,1.2,2.5,1.4,0.5,0.2,0.9,7.9,4124400
Jeff,Green,,PF,HOU,56,19.5,0.488,0.744,0.5,2.6,1.2,0.3,0.3,0.8,7.8,9600000
Tre,Mann,,PG,OKC,67,17.7,0.393,0.764,1.2,2.3,1.8,0.6,0.2,0.9,7.7,3191400
Pat,Connaughton,,SG,MIL,61,23.7,0.392,0.659,1.8,4.6,1.3,0.6,0.2,0.5,7.6,9423869
Joe,Harris,,SF,DET,74,20.6,0.457,0.643,1.9,2.2,1.4,0.5,0.2,0.6,7.6,19928571
Trey,Lyles,,PF,SAC,74,16.9,0.458,0.815,1.2,4.1,0.9,0.4,0.4,0.9,7.6,8000000
T.J.,Warren,,SF,PHO,42,16.4,0.489,0.8,0.5,2.9,1,0.5,0.3,0.5,7.5,0
Torrey,Craig,,SF,CHI,79,24.7,0.456,0.711,1.3,5.4,1.5,0.6,0.8,0.9,7.4,2528233
Obi,Toppin,,PF,IND,67,15.7,0.446,0.809,1.3,2.8,1,0.3,0.2,0.6,7.4,6803012
Trendon,Watford,,PF,BKN,62,19.1,0.56,0.72,0.4,3.8,2.1,0.5,0.2,1.1,7.4,2019706
Devonte,Graham,,PG,SAS,73,18.3,0.374,0.748,1.6,1.7,2.7,0.6,0.2,0.7,7.4,12100000
Delon,Wright,,SG,WAS,50,24.4,0.474,0.867,0.8,3.6,3.9,1.8,0.3,0.9,7.4,8195122
Mitchell,Robinson,,C,NYK,59,26.9,0.671,0.484,0,9.4,0.9,0.9,1.8,0.7,7.4,15681818
Josh,Okogie,,SF,PHO,72,18.8,0.391,0.724,0.9,3.5,1.5,0.8,0.5,0.9,7.3,2815937
Jay,Huff,,C,DEN,7,13.6,0.6,0.938,0.9,3,1.4,0.4,0.6,0.7,7.3,559782
Isaiah,Jackson,,SF,IND,63,16.5,0.563,0.651,0,4.5,0.8,0.5,1.5,0.8,7.2,2696280
Reggie,Bullock,,SF,SAS,78,30.3,0.409,0.703,1.9,3.6,1.4,0.7,0.2,0.5,7.2,10489600
Lindell,Wigginton,,G,MIL,7,12.4,0.486,0.889,0.9,1,2,0,0.3,1.7,7.1,559782
Edmond,Sumner,,PG,CHA,53,13.9,0.461,0.917,0.6,1.5,1.3,0.6,0.2,0.9,7.1,2346614
Troy,Brown,Jr,SF,MIN,76,24.5,0.43,0.872,1.4,4.1,1.3,0.8,0.2,0.6,7.1,4000000
Kendrick,Nunn,,G,WAS,70,13.8,0.424,0.854,1.1,1.6,1.3,0.4,0.1,0.9,7.1,0
Kevon,Looney,,F,GSW,82,23.9,0.63,0.606,0,9.3,2.5,0.6,0.6,0.5,7,7500000
Xavier,Tillman,,F,MEM,61,19.3,0.614,0.551,0.1,5,1.6,1,0.5,0.7,7,1930681
Daniel,Theis,,C,IND,7,15.6,0.477,0.417,0.3,3.1,1.3,0.3,0.9,0.4,7,9108386
Chance,Comanche,,C,POR,1,21,0.6,0.25,0,3,0,0,1,0,7,1801769
Joshua,Primo,,G,LAC,4,23.3,0.346,0.778,0.8,3.3,4.5,0.3,0.5,2.8,7,0
Eugene,Omoruyi,,F,WAS,40,16.1,0.443,0.68,0.6,2.8,0.7,0.7,0.1,0.9,7,559782
Sviatoslav,Mykhailiuk,,SG,BOS,32,14.6,0.445,0.667,1.3,1.7,1.7,0.5,0.1,0.8,6.9,2346614
Ben,Simmons,,PG,BKN,42,26.3,0.566,0.439,0,6.3,6.1,1.3,0.6,2.3,6.9,37893408
Romeo,Langford,,SG,SAS,43,19.6,0.467,0.696,0.4,2.7,1.2,0.6,0.3,0.7,6.9,2165000
Willy,Hernangomez,,C,NOR,38,12.1,0.527,0.779,0.1,4.7,0.9,0.4,0.3,1,6.9,0
Joe,Ingles,,SG,ORL,46,22.7,0.435,0.857,1.8,2.8,3.3,0.7,0.1,1.2,6.9,11000000
Jae,Crowder,,PF,MIL,18,18.9,0.479,0.833,1.3,3.8,1.5,0.7,0.3,0.4,6.9,3196448
Cory,Joseph,,PG,GSW,62,19.8,0.427,0.792,1.1,1.7,3.5,0.5,0.1,0.9,6.9,3196448
Ty,Jerome,,SG,CLE,45,18.1,0.488,0.927,0.8,1.7,3,0.5,0.1,0.7,6.9,2439025
Aaron,Wiggins,,SG,OKC,70,18.5,0.512,0.831,0.7,3,1.1,0.6,0.2,0.8,6.8,1836096
Jeremiah,Robinson-Earl,,PF,OKC,43,18.9,0.444,0.833,0.9,4.2,1,0.6,0.3,0.4,6.8,1900000
Larry,Nance,Jr,PF,NOR,65,21.2,0.61,0.696,0.2,5.4,1.8,0.9,0.6,0.6,6.8,10375000
Will,Barton,,G,TOR,56,17.7,0.379,0.787,1.2,2.4,2,0.5,0.2,0.9,6.8,0
Justise,Winslow,,PF,POR,29,26.8,0.409,0.714,0.5,5,3.4,1,0.4,1.5,6.8,0
Terence,Davis,,SG,SAC,64,13.1,0.423,0.791,1.4,2.2,1,0.7,0.2,0.8,6.7,0
Theo,Maledon,,PG,CHA,44,19.4,0.402,0.851,0.6,2.8,3.5,0.8,0.3,1.3,6.7,0
Anthony,Lamb,,F,GSW,62,19.3,0.471,0.767,1.2,3.5,1.5,0.5,0.3,0.9,6.7,0
Dwight,Powell,,C,DAL,76,19.2,0.732,0.667,0,4.1,0.9,0.6,0.3,0.9,6.7,4000000
David,Roddy,,F,MEM,70,18,0.429,0.631,0.9,2.8,0.8,0.4,0.3,0.8,6.7,2718240
Isaiah,Livers,,PF,DET,52,23.1,0.417,0.821,1.4,2.8,0.8,0.5,0.5,0.6,6.7,1836096
Nassir,Little,,SF,PHO,54,18.1,0.442,0.717,1.1,2.6,0.9,0.4,0.4,0.7,6.6,6250000
Drew,Eubanks,,PF,PHO,78,20.3,0.641,0.664,0.1,5.4,1.3,0.5,1.3,0.9,6.6,2346614
Jock,Landale,,C,HOU,69,14.2,0.528,0.752,0.3,4.1,1,0.2,0.4,0.9,6.6,8000000
Mo,Bamba,,C,PHI,49,15.7,0.485,0.661,1,4.6,0.9,0.3,0.9,0.6,6.6,2346614
Kevin,Knox,II,SF,POR,63,15.1,0.458,0.767,1,2.8,0.5,0.4,0.2,0.8,6.6,2346614
Jordan,Goodwin,,G,PHO,62,17.8,0.448,0.768,0.6,3.3,2.7,0.9,0.4,0.9,6.6,1927896
Cody,Zeller,,C,NOR,15,14.5,0.627,0.686,0,4.3,0.7,0.2,0.3,0.9,6.5,3196448
Brandon,Boston,Jr,SG,LAC,22,11.3,0.418,0.763,0.5,1.4,0.9,0.4,0,0.5,6.5,1836096
Jay,Scrubb,,G,BOS,2,15,0.714,0.5,1,3,0.5,1,0,1.5,6.5,559782
Luka,Garza,,C,MIN,28,8.7,0.543,0.788,0.5,2.3,0.6,0.1,0.1,0.5,6.5,559782
Isaac,Okoro,,SF,CLE,76,21.8,0.494,0.757,0.8,2.5,1.1,0.7,0.4,0.6,6.4,8920794
R.J.,Hampton,,G,MIA,47,16,0.43,0.75,0.9,1.9,1.1,0.6,0.2,0.9,6.4,0
JaMychal,Green,,F,GSW,57,14,0.54,0.776,0.7,3.6,0.9,0.4,0.4,0.9,6.4,0
Sam,Hauser,,SF,BOS,80,16.1,0.455,0.706,1.8,2.6,0.9,0.4,0.3,0.4,6.4,1927896
Duncan,Robinson,,F,MIA,42,16.4,0.371,0.906,1.5,1.6,1.1,0.3,0,0.7,6.4,18154000
Dario,Saric,,PF,GSW,57,14.1,0.458,0.829,0.8,3.6,1.3,0.4,0.1,1,6.4,2709849
Simone,Fontecchio,,F,UTH,52,14.7,0.369,0.795,1.2,1.7,0.8,0.3,0.2,0.8,6.3,3044872
Goran,Dragic,,PG,MIL,58,15,0.421,0.689,0.9,1.4,2.6,0.2,0.1,1.1,6.3,0
Quenton,Jackson,,G,CHI,9,15,0.452,0.773,0.1,0.9,1.7,0.4,0.1,0.4,6.2,1801769
Patrick,Beverley,,PG,PHI,67,27.1,0.4,0.723,1.2,3.7,2.9,0.9,0.6,0.9,6.2,3196448
Jared,Butler,,SG,WAS,6,12.8,0.469,0,1.2,0.7,1.3,0.8,0,0.8,6.2,559782
Nickeil,Alexander-Walker,,SG,MIN,59,15,0.444,0.667,1,1.7,1.8,0.5,0.4,0.9,6.2,4687500
Patty,Mills,,PG,ATL,40,14.2,0.411,0.833,1.2,1.1,1.4,0.4,0.1,0.8,6.2,6802950
Nicolas,Batum,,PF,LAC,78,21.9,0.42,0.708,1.6,3.8,1.6,0.7,0.6,0.6,6.1,11710818
Oshae,Brissett,,SF,BOS,65,16.7,0.386,0.717,0.7,3.4,0.7,0.5,0.2,0.5,6.1,2165000
Sandro,Mamukelashvili,,PF,SAS,43,15.3,0.422,0.684,0.7,4.3,1.4,0.3,0.3,0.8,6.1,2019706
Evan,Fournier,,SG,NYK,27,17,0.337,0.857,1.3,1.8,1.3,0.6,0.1,0.8,6.1,18857143
Mike,Muscala,,C,WAS,63,15,0.449,0.769,1.3,3.2,0.8,0.2,0.4,0.4,6.1,3500000
Saben,Lee,,G,PHO,25,15,0.405,0.737,0.4,1.8,2.7,0.8,0,1,6,559782
Robert,Covington,,PF,LAC,48,16.2,0.445,0.75,1.1,3.5,1.2,0.8,0.7,0.7,6,11692308
Andre,Drummond,,C,CHI,67,12.7,0.606,0.536,0,6.6,0.5,0.7,0.4,1.1,6,3360000
Maxi,Kleber,,PF,DAL,37,25.1,0.456,0.711,1.1,3.6,1.4,0.3,0.8,0.7,5.9,11000000
Jaylin,Williams,,F,OKC,49,18.7,0.436,0.704,0.9,4.9,1.6,0.6,0.2,0.8,5.9,2000000
Johnny,Davis,,G,WAS,28,15.1,0.386,0.519,0.6,2.3,1,0.4,0.3,0.6,5.8,5050800
Josh,Christopher,,SG,MEM,64,12.3,0.465,0.75,0.3,1.1,1.1,0.5,0.2,0.9,5.8,2485200
Stanley,Johnson,,SF,SAS,30,15.6,0.533,0.667,0.6,3.2,2.2,0.5,0.2,1.1,5.8,0
Rodney,McGruder,,G,GSW,32,16.4,0.408,0.818,1.3,2.3,0.9,0.5,0,0.3,5.7,2709849
Charles,Bassey,,C,SAS,35,14.5,0.644,0.595,0.1,5.5,1.3,0.5,0.9,1.2,5.7,2600000
Ziaire,Williams,,F,MEM,37,15.2,0.429,0.773,0.7,2.1,0.9,0.4,0.2,1,5.7,4810200
Jalen,Johnson,,SF,ATL,70,14.9,0.491,0.628,0.4,4,1.2,0.5,0.5,0.6,5.6,2925360
Derrick,Rose,,PG,MEM,27,12.5,0.384,0.917,0.7,1.5,1.7,0.3,0.2,0.8,5.6,3196448
Payton,Pritchard,,PG,BOS,48,13.4,0.412,0.75,1.2,1.8,1.3,0.3,0,0.8,5.6,4037277
Davion,Mitchell,,PG,SAC,80,18.1,0.454,0.806,0.8,1.3,2.3,0.6,0.2,0.8,5.6,5063640
James,Bouknight,,SG,CHA,34,15.1,0.358,0.667,1,2.1,1.2,0.4,0.1,0.9,5.6,4570080
Montrezl,Harrell,,C,PHI,57,11.9,0.598,0.693,0,2.8,0.6,0.3,0.4,0.6,5.6,2891467
Alex,Caruso,,SG,CHI,67,23.5,0.455,0.808,0.8,2.9,2.9,1.5,0.7,1.1,5.6,9460000
Yuta,Watanabe,,SF,PHO,58,16,0.491,0.723,1,2.4,0.8,0.4,0.3,0.4,5.6,2346614
Danny,Green,,F,PHI,11,12.6,0.449,1,1.5,1.3,0.5,0.5,0.3,0.9,5.5,3196448
Otto,Porter,Jr,SF,TOR,8,18.3,0.5,1,0.8,2.4,1,1.4,0,0.5,5.5,6300000
Jarrell,Brantley,,PF,UTH,4,9.8,0.571,1,1,1.5,0.8,0,0.5,0.5,5.5,0
Wenyen,Gabriel,,F,LAL,68,15.1,0.596,0.619,0.1,4.2,0.5,0.4,0.5,0.7,5.5,2346614
Nikola,Jovic,,F,MIA,15,13.6,0.406,0.947,0.5,2.1,0.7,0.5,0.1,0.7,5.5,2352000
Jamal,Cain,,F,MIA,18,13.3,0.561,0.773,0.4,2.9,0.7,0.6,0.1,0.3,5.4,559782
Bryce,McGowens,,G,CHA,46,17.1,0.396,0.75,0.6,2,1.2,0.3,0.1,0.9,5.3,1719864
Lamar,Stevens,,PF,BOS,62,18.1,0.448,0.702,0.5,3.3,0.5,0.4,0.3,0.4,5.3,2092354
Dewayne,Dedmon,,C,PHI,38,11.2,0.51,0.673,0.3,3.5,0.7,0.2,0.5,0.7,5.2,2748674
Rudy,Gay,,SF,GSW,56,14.6,0.378,0.857,0.6,2.9,1,0.3,0.3,0.7,5.2,6479000
Zeke,Nnaji,,PF,DEN,53,13.7,0.561,0.645,0.3,2.6,0.3,0.3,0.4,0.6,5.2,4306281
Lindy,Waters,III,F,OKC,41,13,0.393,0.8,1.4,1.8,0.7,0.3,0.3,0.2,5.2,559782
Darius,Bazley,,PF,BKN,43,14.3,0.454,0.543,0.5,3.2,0.9,0.5,0.8,0.6,5.2,2165000
Ricky,Rubio,,PG,CLE,33,17.2,0.343,0.8,0.6,2.1,3.5,0.8,0.2,0.9,5.2,6146342
Javonte,Green,,SF,CHI,32,15,0.565,0.667,0.4,2.8,0.7,0.8,0.7,0.6,5.2,0
MarJon,Beauchamp,,F,MIL,52,13.5,0.395,0.73,0.9,2.2,0.7,0.4,0.1,0.9,5.1,2609400
DeAndre,Jordan,,C,DEN,39,15,0.765,0.458,0,5.2,0.9,0.3,0.6,1.2,5.1,3196448
John,Konchar,,SG,MEM,72,20.8,0.431,0.778,0.8,4.3,1.4,1.1,0.3,0.5,5.1,2400000
George,Hill,,PG,IND,46,18.1,0.47,0.764,0.7,1.8,2.4,0.6,0.1,0.7,5,0
Cody,Martin,,SF,CHA,7,19.1,0.389,0.571,0.4,3.4,1.6,0.6,0.1,0.3,5,7560000
Jonathan,Isaac,,PF,ORL,11,11.3,0.415,0.556,0.5,4,0.5,1.3,0.4,0.4,5,17400000
Sam,Merrill,,SG,CLE,5,11.8,0.409,1,1,1.8,1,0.8,0,0,5,1997238
Kenneth,Lofton,Jr,F,MEM,24,7.3,0.527,0.593,0.3,2.1,0.8,0.2,0.1,0.5,5,1719864
Derrick,Jones,Jr,SF,DAL,64,14,0.5,0.738,0.4,2.4,0.5,0.5,0.6,0.4,5,2709849
Blake,Wesley,,G,SAS,37,18.1,0.321,0.591,0.5,2.2,2.7,0.7,0.1,1.8,5,2504640
Jaxson,Hayes,,C,LAL,47,13,0.551,0.699,0.1,2.8,0.7,0.4,0.4,0.7,5,2165000
Isaiah,Hartenstein,,C,NYK,82,19.9,0.535,0.676,0.1,6.5,1.2,0.6,0.8,0.8,5,9245121
Vlatko,Cancar,,SF,DEN,60,14.8,0.476,0.927,0.7,2.1,1.3,0.4,0.2,0.6,5,2234359
Ousmane,Dieng,,F,OKC,39,14.6,0.42,0.652,0.7,2.7,1.2,0.4,0.2,0.7,4.9,4798440
Austin,Rivers,,SG,MIN,52,19.5,0.435,0.769,0.8,1.6,1.4,0.5,0.1,0.4,4.9,0
Chimezie,Metu,,PF,PHO,66,10.4,0.589,0.74,0.1,3,0.6,0.3,0.3,0.5,4.9,2346614
Johnny,Juzang,,G,UTH,18,12.9,0.337,0.5,0.8,2.2,0.4,0.2,0.2,0.2,4.8,559782
Moses,Moody,,SG,GSW,63,13,0.476,0.698,0.8,1.7,0.8,0.3,0.1,0.5,4.8,3918480
Danuel,House,Jr,SF,PHI,56,14.4,0.472,0.75,0.7,1.7,0.8,0.3,0.2,0.5,4.8,4310250
Meyers,Leonard,,C,MIL,9,12.7,0.483,0.889,0.8,3.8,0.1,0.2,0,0.7,4.8,0
Garrison,Mathews,,SG,ATL,54,12.7,0.363,0.906,1.2,1.4,0.5,0.4,0.1,0.4,4.8,2000000
Chuma,Okeke,,PF,ORL,27,19.2,0.352,0.762,1,3.6,1.4,0.7,0.4,0.6,4.7,5266712
Christian,Braun,,G,DEN,76,15.5,0.495,0.625,0.4,2.4,0.8,0.5,0.2,0.5,4.7,2949120
Day'Ron,Sharpe,,C,BKN,48,11.5,0.544,0.636,0.1,4.2,0.8,0.3,0.7,0.9,4.7,2210040
Keon,Johnson,,SG,PHO,40,10.4,0.376,0.659,0.7,1.1,1.5,0.5,0.2,1.1,4.7,2808720
Dean,Wade,,PF,CLE,44,20.3,0.412,0.652,1,3.4,0.8,0.6,0.5,0.4,4.7,5709877
TyTy,Washington,Jr,G,MIL,31,14,0.363,0.556,0.6,1.5,1.5,0.5,0.1,0.5,4.7,559782
Malachi,Flynn,,PG,TOR,53,13,0.36,0.758,0.9,1.4,1.3,0.4,0.1,0.5,4.6,3873024
Gary,Payton,II,SG,GSW,22,16.7,0.594,0.857,0.6,3.1,1.4,1,0.2,0.7,4.6,8715000
Dalano,Banton,,G,BOS,31,9,0.423,0.708,0.5,1.5,1.2,0.4,0.4,0.6,4.6,2019706
Davis,Bertans,,SF,OKC,45,10.9,0.431,0.867,1.2,1.2,0.5,0.2,0.2,0.2,4.6,17000000
Kira,Lewis,Jr,PG,NOR,25,9.4,0.455,0.864,0.6,1.3,0.9,0.4,0.1,0.4,4.6,5722116
Justin,Holiday,,SF,DEN,46,15.3,0.377,0.625,1,1.2,0.9,0.4,0.4,0.5,4.5,3196448
Thaddeus,Young,,PF,TOR,54,14.7,0.545,0.692,0.1,3.1,1.4,1,0.1,0.8,4.4,8000000
Omer,Yurtseven,,C,UTH,9,9.2,0.593,0.833,0.3,2.6,0.2,0.2,0.2,0.4,4.4,2800000
JaVale,McGee,,C,SAC,42,8.5,0.64,0.585,0,2.5,0.3,0.1,0.6,0.9,4.4,8930728
Jarrett,Culver,,G,ATL,10,13.7,0.395,0.692,0.1,3.8,0.6,0.6,0.2,0.7,4.4,0
AJ,Green,,G,MIL,35,9.9,0.424,1,1.3,1.3,0.6,0.2,0,0.3,4.4,1901769
Goga,Bitadze,,C,ORL,38,12,0.552,0.548,0.2,3.6,1,0.4,0.7,0.6,4.4,2066585
Haywood,Highsmith,,F,MIA,54,17.9,0.431,0.464,0.7,3.5,0.8,0.7,0.3,0.8,4.4,1902137
Bismack,Biyombo,,C,PHO,61,14.3,0.578,0.357,0,4.3,0.9,0.3,1.4,0.8,4.3,0
Moses,Brown,,C,POR,36,8.2,0.635,0.458,0,3.9,0.1,0.1,0.4,0.4,4.3,2165000
Michael,Carter-Williams,,G,ORL,4,11,0.429,0.571,0.3,1.3,1.8,0.3,0.3,1,4.3,0
Xavier,Sneed,,F,CHA,4,12,0.5,1,0.8,1.3,1.3,0,0.3,0.8,4.3,0
Justin,Minaya,,F,POR,4,22.3,0.304,0,0.8,3.8,1,0.5,1.3,1,4.3,1801769
McKinley,Wright,IV,PG,DAL,27,12.4,0.469,0.684,0.3,1.7,2.1,0.3,0.2,0.7,4.2,0
Admiral,Schofield,,SF,ORL,37,12.2,0.451,0.913,0.6,1.7,0.8,0.2,0.1,0.4,4.2,0
Ish,Wainright,,F,PHO,60,15.3,0.37,0.839,1,2.3,0.9,0.6,0.4,0.4,4.2,1927896
Paul,Reed,,SF,PHI,69,10.9,0.593,0.745,0,3.8,0.4,0.7,0.7,0.7,4.2,7723000
Kevon,Harris,,G,ORL,34,13.4,0.439,0.756,0.5,2.1,0.5,0.5,0.1,0.6,4.1,559782
Blake,Griffin,,PF,BOS,41,13.9,0.485,0.656,0.6,3.8,1.5,0.3,0.2,0.5,4.1,0
Matisse,Thybulle,,SG,POR,71,16.9,0.435,0.679,0.8,2,0.7,1.2,0.5,0.3,4.1,10500000
Serge,Ibaka,,F,IND,16,11.6,0.481,0.615,0.4,2.8,0.3,0.1,0.4,0.7,4.1,0
Isaiah,Roby,,F,NYK,42,11.3,0.432,0.488,0.4,2.6,0.9,0.4,0.2,0.7,4.1,2066585
Olivier,Sarr,,C,OKC,9,12.7,0.5,0.714,0.1,3.4,0.4,0.1,0.6,0.4,4,559782
Daishen,Nix,,SG,MIN,57,16,0.342,0.667,0.7,1.7,2.3,0.5,0.1,1.5,4,2019706
Patrick,Baldwin,Jr,F,WAS,31,7.3,0.395,0.667,1,1.3,0.4,0.2,0.1,0.4,3.9,2337720
Dominick,Barlow,,F,SAS,28,14.6,0.535,0.72,0,3.6,0.9,0.4,0.7,0.5,3.9,559782
Bruno,Fernando,,PF,ATL,39,10.4,0.527,0.7,0,3.5,0.8,0.2,0.9,0.6,3.9,2581522
Aaron,Holiday,,G,HOU,63,13.4,0.418,0.844,0.6,1.2,1.4,0.6,0.2,0.6,3.9,2346614
Gorgui,Dieng,,C,SAS,31,11.5,0.385,0.769,0.7,3.5,1.7,0.1,0.5,1,3.9,0
Udonis,Haslem,,PF,MIA,7,10.3,0.345,0.8,0.4,1.6,0,0.1,0.3,0.1,3.9,0
Jabari,Walker,,F,POR,56,11.1,0.419,0.756,0.3,2.3,0.6,0.2,0.2,0.5,3.9,1719864
Dyson,Daniels,,G,NOR,59,17.7,0.418,0.65,0.5,3.2,2.3,0.7,0.2,1,3.8,5784120
Xavier,Cooks,,G,WAS,10,12.6,0.607,0.4,0,3.8,0.6,0.6,0.4,0.8,3.8,1719864
JT,Thor,,F,CHA,69,14,0.399,0.702,0.6,2.2,0.5,0.3,0.3,0.6,3.8,1836096
Caleb,Houstan,,G,ORL,51,15.9,0.363,0.833,0.9,1.9,0.6,0.2,0.1,0.4,3.8,2000000
Furkan,Korkmaz,,SG,PHI,37,9.5,0.432,0.722,0.5,1.1,0.6,0.3,0.1,0.6,3.8,5370370
Luke,Kornet,,C,BOS,69,11.7,0.665,0.821,0,2.9,0.8,0.2,0.7,0.4,3.8,2413304
Markieff,Morris,,PF,DAL,35,10.1,0.409,1,0.8,2,0.9,0.3,0.1,0.5,3.8,3196448
Darius,Days,,F,HOU,4,6.3,0.417,1,0.8,1.5,0.3,0,0.3,0,3.8,559782
Jordan,McLaughlin,,PG,MIN,43,15.8,0.421,0.833,0.6,1.4,3.4,0.7,0.1,0.8,3.7,2320000
Orlando,Robinson,,C,MIA,31,13.7,0.528,0.71,0,4.1,0.8,0.4,0.4,0.5,3.7,1801769
A.J.,Lawson,,G,DAL,15,7.2,0.5,0.25,0.7,1.4,0.1,0.1,0,0.2,3.7,559782
David,Duke,Jr,G,PHI,23,9.9,0.462,0.706,0,1.3,0.9,0.4,0,0.8,3.7,2019706
Nathan,Knight,,F,NYK,38,7.7,0.568,0.684,0.2,1.5,0.3,0.3,0.2,0.6,3.7,940500
Matt,Ryan,,F,MIN,34,9.1,0.37,0.833,0.9,0.8,0.5,0.1,0,0.2,3.6,0
Bryn,Forbes,,SG,MIN,25,10.7,0.361,1,0.6,0.6,0.7,0.3,0.1,0.5,3.6,0
P.J.,Tucker,,PF,PHI,75,25.6,0.427,0.826,0.7,3.9,0.8,0.5,0.2,0.6,3.5,11014500
Udoka,Azubuike,,C,PHO,36,10,0.819,0.35,0,3.3,0.3,0.2,0.4,0.5,3.5,559782
Miles,McBride,,PG,NYK,64,11.9,0.358,0.667,0.6,0.8,1.1,0.6,0.1,0.4,3.5,1836096
Damian,Jones,,C,CLE,41,11.6,0.64,0.759,0.2,3,0.4,0.2,0.5,0.6,3.5,2586665
Wesley,Matthews,,SG,ATL,52,15.8,0.363,0.857,0.8,2.2,0.7,0.4,0.3,0.3,3.4,3196448
Amir,Coffey,,SG,LAC,50,12.5,0.386,0.778,0.2,1.1,1.1,0.1,0.1,0.4,3.4,3666667
Taj,Gibson,,F,WAS,49,9.8,0.52,0.714,0.2,1.9,0.7,0.3,0.2,0.5,3.4,3196448
Micah,Potter,,C,UTH,7,7.4,0.667,0,0.6,2.3,0.6,0.1,0,0.3,3.4,559782
Jericho,Sims,,C,NYK,52,15.6,0.776,0.75,0,4.7,0.5,0.3,0.5,0.5,3.4,1927896
Kai,Jones,,PF,CHA,46,12,0.558,0.731,0.1,2.7,0.3,0.4,0.7,0.7,3.4,3047880
Anthony,Gill,,PF,WAS,59,10.6,0.538,0.731,0.1,1.7,0.6,0.1,0.2,0.3,3.3,1997238
Boban,Marjanovic,,C,HOU,31,5.5,0.683,0.741,0,1.9,0.3,0.2,0.1,0.5,3.3,2891467
Raul,Neto,,PG,CLE,48,10.5,0.518,0.912,0.3,1,1.6,0.4,0.1,0.5,3.3,0
Peyton,Watson,,F,DEN,23,8.1,0.492,0.55,0.3,1.6,0.5,0.1,0.5,0.3,3.3,2303520
Jared,Rhoden,,G,DET,14,14.1,0.386,1,0.4,2.6,0.3,0.3,0.1,0.2,3.2,559782
Christian,Koloko,,C,TOR,58,13.8,0.48,0.627,0,2.9,0.5,0.4,1,0.3,3.1,1719864
Max,Christie,,G,LAL,41,12.5,0.415,0.875,0.6,1.8,0.5,0.2,0.2,0.3,3.1,1719864
Jordan,Hall,,G,SAS,9,9.2,0.321,0.778,0.3,1.3,1.2,0.1,0,0.8,3.1,1801769
Richaun,Holmes,,F,DAL,42,8.3,0.618,0.789,0.1,1.9,0.2,0.1,0.3,0.3,3.1,12046020
Josh,Minott,,F,MIN,15,6.4,0.5,1,0.1,1.7,0.3,0.3,0.4,0.2,3.1,1719864
Robin,Lopez,,C,MIL,37,8.1,0.64,0.778,0.1,1.4,0.5,0.1,0.2,0.7,3,3196448
Tyler,Dorsey,,G,DAL,3,2.7,0.8,0,0.3,0.7,0,0,0,0,3,0
Jacob,Gilyard,,G,MEM,1,41,0.333,0,1,4,7,3,0,2,3,559782
